monster_number	nation_number	test
159	7
269	7
656	7
156	9
961	9
216	10
265	10
266	10
472	12
2789	12
158	13
250	13
265	13
472	13
2202	14
2549	14
179	15
158	16
961	16
2785	17
2789	17
158	20
269	20
2802	20
158	21
269	21
2206	21
158	22
269	22
501	22
1098	22
2206	22
2239	22
2802	22
2202	26
158	27
216	27
265	27
266	27
2457	27
138	30
812	30
472	31
2785	31
2789	31
138	34
385	34
812	34
608	34
978	34
979	34
1343	34
2792	34
2797	34
2798	34
2799	34
138	35
812	35
159	39
269	39
656	39
779	39
138	40
157	40
383	40
657	40
779	40
812	40
961	40
978	40
472	41
2789	41
216	42
265	42
266	42
2785	44
2789	44
158	45
250	45
265	45
472	45
2202	46
2549	46
179	47
158	48
961	48
158	49
961	49
1342	49
158	50
269	50
158	51
269	51
501	51
1098	51
2206	51
2239	51
2802	51
158	52
269	52
158	54
216	54
265	54
266	54
2457	54
472	57
472	58
872	58
2785	58
2789	58
138	62
385	62
812	62
608	62
978	62
979	62
1343	62
159	64
269	64
779	64
138	65
157	65
383	65
657	65
779	65
812	65
961	65
978	65
472	66
2789	66
216	67
265	67
266	67
216	69
265	69
266	69
2785	70
2789	70
158	71
250	71
265	71
472	71
2202	72
2549	72
179	73
961	74
158	75
269	75
158	76
269	76
501	76
1098	76
2206	76
2239	76
2802	76
269	77
2202	80
2549	80
472	81
872	81
2785	81
2789	81
294	83
872	83
2847	83
294	84
2847	84
109	85
109	86
872	87
294	88
2847	88
109	89
109	90
472	91
656	91
872	91
294	92
2847	92
109	95
109	96
2847	96
